SPCD,hw_sw,fia_wood_c
8505,hardwood,47.48
8506,hardwood,46.941
8507,hardwood,47.96
8508,hardwood,47.96
8509,hardwood,47.48
8510,hardwood,47.7985
8511,hardwood,47.235
8512,hardwood,42.4
8513,hardwood,47.235
8514,hardwood,47.21
8515,hardwood,47.935
8516,hardwood,46.6421
8517,hardwood,46.6421
8518,hardwood,47.48
8519,hardwood,47.96
8521,hardwood,46.6421
8522,hardwood,46.6421
8523,hardwood,47.96
8524,hardwood,47.96
8525,hardwood,46.6421
8526,hardwood,46.6421
8527,hardwood,47.63925
8528,hardwood,46.85
8529,hardwood,47.48
8531,hardwood,46.85
8532,hardwood,46.85
8533,hardwood,48.675
8534,hardwood,47.9
8535,hardwood,47.48
8536,hardwood,47.48
8544,hardwood,47.025
8546,hardwood,47.48
8548,hardwood,47.55
8549,hardwood,47.55
8550,hardwood,47.55
8551,hardwood,47.55
8552,hardwood,47.55
8553,hardwood,47.837
8554,hardwood,47.48
8555,hardwood,46.85
8556,hardwood,47.48
8557,hardwood,47.48
8558,hardwood,47.48
8559,hardwood,47.85352
8560,hardwood,47.55
8561,hardwood,42.4
8563,hardwood,47.48
8565,hardwood,46.3275
8567,hardwood,47.48
8571,hardwood,47.48
8572,hardwood,47.48
8573,hardwood,47.48
8577,hardwood,46.885
8583,hardwood,46.99
8585,hardwood,47.48
8586,hardwood,48.18
8588,hardwood,47.48
8589,hardwood,47.48
8590,hardwood,47.305
8591,hardwood,47.48
8592,hardwood,47.305
8594,hardwood,47.48
8595,hardwood,47.305
8596,hardwood,47.964
8597,hardwood,47.48
8598,hardwood,47.305
8599,hardwood,47.48
8600,hardwood,47.48
8601,hardwood,48.18
8603,hardwood,48.18
8605,hardwood,47.48
8606,hardwood,47.795
8607,hardwood,47.795
8608,hardwood,47.55
8609,hardwood,47.60943
8610,hardwood,47.60943
8611,hardwood,47.48
8612,hardwood,46.92
8613,hardwood,47.48
8614,hardwood,47.48
8615,hardwood,47.40691563
8616,hardwood,47.40691563
8617,hardwood,47.48
8618,hardwood,46.88258111
8619,hardwood,47.48
8620,hardwood,47.48
8621,hardwood,47.48
8622,hardwood,47.48
8623,hardwood,47.48
8624,hardwood,47.48
8626,hardwood,47.48
8627,hardwood,47.48
8628,hardwood,48.075
8629,hardwood,47.48
8631,hardwood,48.075
8632,hardwood,47.48
8633,hardwood,47.48
8634,hardwood,47.48
8635,hardwood,48.075
8636,hardwood,47.48
8639,hardwood,48.47
8641,hardwood,47.18453
8642,hardwood,47.18453
8643,hardwood,47.18453
8644,hardwood,47.48
8645,hardwood,48.486355
8646,hardwood,47.375
8647,hardwood,46.82168333
8648,hardwood,47.2
8649,hardwood,47.48
8650,hardwood,47.2
8651,hardwood,42.72857143
8652,hardwood,47.48
8653,hardwood,48.075
8654,hardwood,47.48
8655,hardwood,47.515
8656,hardwood,48.495
8657,hardwood,46.5
8658,hardwood,47.48
8659,hardwood,47.48
8660,hardwood,47.48
8664,hardwood,47
8665,hardwood,47.795
8666,hardwood,47.48
8667,hardwood,47.795
8668,hardwood,46.5
8669,hardwood,46.81003
8670,hardwood,46.81003
8671,hardwood,46.81003
8672,hardwood,46.5
8673,hardwood,47.48
8674,hardwood,47.48
8675,hardwood,46.5
8676,hardwood,47.48
8678,hardwood,47.48
8679,hardwood,46.3474326
8683,hardwood,47.48
8684,hardwood,47.48
8685,hardwood,47.48
8686,hardwood,47.48
8687,hardwood,47.48
8689,hardwood,46.63916
8690,hardwood,46.679865
8691,hardwood,47.41
8693,hardwood,45.7
8694,hardwood,47.76
8695,hardwood,47.08506
8696,hardwood,47.08506
8697,hardwood,47.08506
8698,hardwood,48.02
8699,hardwood,47.08506
8700,hardwood,46.497445
8701,hardwood,50.50034647
8702,hardwood,47.48
8703,hardwood,47.08506
8704,hardwood,47.08506
8705,hardwood,47.08506
8706,hardwood,47.08506
8707,hardwood,47.48
8708,hardwood,47.08506
8709,hardwood,45.4
8710,hardwood,47.48
8712,hardwood,47.48
8713,hardwood,47.48
8714,hardwood,47.27
8715,hardwood,47.48
8716,hardwood,43.66666667
8717,hardwood,47.48
8718,hardwood,46.465
8719,hardwood,47.48
8720,hardwood,47.48
8722,hardwood,47.48
8723,hardwood,47.48
8727,hardwood,47.48
8728,hardwood,47.48
8729,hardwood,47.48
8737,hardwood,46.991645
8738,softwood,47.2
8739,softwood,47.2
8741,hardwood,46.745
8743,hardwood,47.48
8744,hardwood,47.48
8745,hardwood,47.24249
8748,hardwood,47.48
8749,hardwood,47.54041
8750,hardwood,47.48
8751,hardwood,47.54041
8752,hardwood,47.54041
8753,hardwood,47.48
8754,hardwood,47.48
8755,hardwood,47.91379
8756,hardwood,47.48
8757,hardwood,47.48
8758,hardwood,47.642575
8759,hardwood,47.54041
8761,hardwood,47.48
8762,hardwood,47.48
8763,hardwood,47.48
8764,hardwood,47.48
8766,hardwood,47.48
8767,hardwood,47.48
8768,hardwood,47.48
8770,hardwood,47.865
8771,hardwood,47.865
8772,hardwood,47.865
8773,hardwood,47.865
8774,hardwood,47.865
8775,hardwood,47.865
8776,hardwood,47.865
8777,hardwood,47.865
8778,hardwood,47.48
8779,hardwood,46.92
8780,hardwood,47.48
8781,hardwood,47.48
8783,hardwood,47.48
8784,hardwood,46.6
8786,hardwood,47.48
8787,hardwood,47.48
8788,hardwood,47.165
8789,hardwood,47.48
8793,hardwood,47.48
8794,hardwood,47.48
8799,hardwood,47.3015
8800,hardwood,47.37136
8801,hardwood,47.37136
8803,hardwood,47.48
8804,hardwood,47.165
8805,hardwood,47.165
8806,hardwood,47.37136
8807,hardwood,47.37136
8808,hardwood,47.37136
8809,hardwood,47.37136
8810,hardwood,47.37136
8811,hardwood,47.48
8812,hardwood,47.48
8813,hardwood,38.75
8814,hardwood,48.18
8815,hardwood,47.48
8816,hardwood,47.48
8821,hardwood,45.6
8822,hardwood,48.11
8823,hardwood,48.11
8824,hardwood,47.655
8825,hardwood,47.48
8826,hardwood,47.655
8827,hardwood,48.160645
8828,hardwood,47.48
8829,hardwood,45.845
8830,hardwood,46.5
8831,hardwood,48.11
8832,hardwood,48.160645
8833,hardwood,47.48
8834,hardwood,50.46
8836,hardwood,47.48
8837,hardwood,48.124735
8838,hardwood,48.18
8839,hardwood,48.18
8842,hardwood,47.48
8843,hardwood,47.48
8844,hardwood,47.48
8846,hardwood,47.280955
8848,hardwood,47.48
8849,hardwood,46.6365
8850,hardwood,47.48
8851,hardwood,47.41
8852,hardwood,47.41
8853,hardwood,47.48
8854,hardwood,47.48
8855,hardwood,47.48
8856,hardwood,48.67
8857,hardwood,48.67
8858,hardwood,48.67
8859,hardwood,45.6
8860,hardwood,47.445
8861,hardwood,47.48
8862,hardwood,47.41
8863,hardwood,47.375
8866,hardwood,47.62
8868,hardwood,47.795
8869,hardwood,47.61244
8870,hardwood,47.61244
8871,hardwood,47.48
8872,hardwood,47.02479
8873,hardwood,47.48
8874,hardwood,47.48
8875,hardwood,47.48
8876,hardwood,47.48
8877,hardwood,47.4625
8878,hardwood,47.48
8879,hardwood,47.445
8880,hardwood,47.4625
8881,hardwood,47.48
8883,hardwood,47.48
8884,hardwood,47.025
8885,hardwood,47.48
8886,hardwood,47.235
8887,hardwood,47.48
8889,hardwood,47.48
8890,hardwood,47.48
8891,hardwood,47.48
8892,hardwood,47.48
8895,hardwood,47.48
8896,hardwood,47.48
8897,hardwood,47.48
8898,hardwood,47.48
8899,hardwood,47.48
8900,hardwood,47.48
8901,hardwood,47.48
8902,hardwood,47.33805556
8903,hardwood,47.461765
8904,hardwood,48.83
8905,hardwood,47.352075
8906,hardwood,47.48
8907,hardwood,47.2245
8908,hardwood,47.2245
8909,hardwood,47.2245
8910,hardwood,47.48
8911,hardwood,47.2245
8912,hardwood,47.48
8913,hardwood,47.48
8914,hardwood,45.7
8915,hardwood,47.2245
8916,hardwood,47.48
8917,hardwood,47.48
8918,hardwood,47.48
8919,hardwood,47.48
8923,hardwood,47.48
8924,hardwood,47.48
8925,hardwood,47.2
8928,hardwood,47.48
8929,hardwood,47.2
8930,hardwood,47.2
8931,hardwood,47.48
8932,hardwood,47.48
8933,hardwood,47.2
8934,hardwood,47.48
8935,hardwood,47.48
8936,hardwood,47.2
8937,hardwood,47.48
8938,hardwood,47.48
8939,hardwood,47.48
8940,hardwood,47.48
8941,hardwood,47.48
8942,hardwood,47.3725
8943,hardwood,47.48
8944,hardwood,43.8
8947,hardwood,47.48
